006208 富邦台50--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/05,2317,鴻海,"28,733",5.4,"4,942,021",0.21,10.2563,TW0002317005
2024/05,2330,台積電,"57,937",51.93,"47,566,330",0.22,3.9242,TW0002330008
2024/05,2382,廣達,"6,405",1.92,"1,755,052",0.17,5.3845,TW0002382009
2024/05,2454,聯發科,"3,583",4.83,"4,425,057",0.22,24.496,TW0002454006
2024/05,2881,富邦金,"18,640",1.49,"1,368,193",0.14,6.2229,TW0002881000
2024/05,2882,國泰金,"22,162",1.36,"1,245,516",0.15,11.287,TW0002882008
2024/05,2891,中信金,"43,879",1.7,"1,553,299",0.22,3.8124,TW0002891009
2024/05,3711,日月光投控,"8,226",1.41,"1,291,416",0.19,6.0811,TW0003711008
2024/05,M2300,電子工業,,69.02,"63,223,583",,4.9547,
2024/05,M2800,金融業(合計),,4.55,"4,167,008",,3.7046,
2024/05,MTSE,國內上市,,73.57,"67,390,591",,3.8128,
2024/05,TT99,基金總規模,,,"91,598,074",,,
2024/04,2303,聯電,"27,348",1.63,"1,386,538",0.22,-2.8735,TW0002303005
2024/04,2308,台達電,"5,037",1.9,"1,614,224",0.19,-6.0118,TW0002308004
2024/04,2317,鴻海,"27,825",5.12,"4,340,650",0.2,3.9999,TW0002317005
2024/04,2330,台積電,"56,109",52.24,"44,326,161",0.22,1.4123,TW0002330008
2024/04,2382,廣達,"6,203",1.9,"1,612,858",0.16,-8.4719,TW0002382009
2024/04,2412,中華電,"8,868",1.3,"1,099,641",0.11,-1.5874,TW0002412004
2024/04,2454,聯發科,"3,470",4.06,"3,442,282",0.22,-16.9876,TW0002454006
2024/04,2881,富邦金,"18,051",1.47,"1,247,341",0.14,-0.8611,TW0002881000
2024/04,2891,中信金,"42,492",1.71,"1,448,960",0.22,3.177,TW0002891009
2024/04,3711,日月光投控,"7,966",1.39,"1,178,905",0.18,-8.0743,TW0003711008
2024/04,M2300,電子工業,,69.53,"59,001,259",,-0.9679,
2024/04,M2800,金融業(合計),,3.18,"2,696,301",,1.279,
2024/04,MTSE,國內上市,,72.71,"61,697,560",,0.5034,
2024/04,TT99,基金總規模,,,"84,851,752",,,
2024/03,1101,台泥,"14,821",0.58,"476,499",0.2,0.1555,TW0001101004
2024/03,1216,統一,"10,707",1.01,"829,765",0.19,1.0431,TW0001216000
2024/03,1301,台塑,"8,347",0.7,"575,084",0.13,-3.9052,TW0001301000
2024/03,1303,南亞,"11,590",0.79,"649,024",0.15,-6.1978,TW0001303006
2024/03,1326,台化,"7,739",0.52,"427,206",0.13,-3.4967,TW0001326007
2024/03,1590,亞德客-KY,308,0.42,"345,051",0.15,-7.438,KYG014081064
2024/03,2002,中鋼,"27,500",0.8,"657,239",0.17,-2.8455,TW0002002003
2024/03,2207,和泰車,728,0.57,"468,283",0.13,-4.1728,TW0002207008
2024/03,2301,光寶科,"4,799",0.59,"484,714",0.2,-5.7079,TW0002301009
2024/03,2303,聯電,"26,283",1.67,"1,371,987",0.21,6.8578,TW0002303005
2024/03,2308,台達電,"4,843",2.01,"1,651,314",0.19,15.7894,TW0002308004
2024/03,2317,鴻海,"26,783",4.89,"4,017,376",0.19,45.6311,TW0002317005
2024/03,2327,國巨,876,0.63,"517,576",0.21,5.9139,TW0002327004
2024/03,2330,台積電,"53,986",51.19,"42,055,106",0.21,13.4159,TW0002330008
2024/03,2345,智邦,"1,189",0.67,"550,438",0.21,-10.79,TW0002345006
2024/03,2357,華碩,"1,588",0.83,"681,886",0.21,-5.6044,TW0002357001
2024/03,2379,瑞昱,"1,071",0.73,"599,731",0.21,-1.5817,TW0002379005
2024/03,2382,廣達,"5,962",2.13,"1,749,900",0.15,26.5086,TW0002382009
