0056 元大高股息--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/06,2356,英業達,"126,063",2.36,"7,034,325",3.51,4.2992,TW0002356003
2024/06,2357,華碩,"15,442",2.58,"7,690,067",2.08,-2.9239,TW0002357001
2024/06,2376,技嘉,"16,977",1.74,"5,186,324",2.67,-3.9308,TW0002376001
2024/06,2377,微星,"34,663",2.07,"6,169,938",4.1,-7.0498,TW0002377009
2024/06,2379,瑞昱,"15,449",2.83,"8,435,229",3.01,0.5525,TW0002379005
2024/06,2382,廣達,"24,361",2.55,"7,600,648",0.63,13.8686,TW0002382009
2024/06,2383,台光電,"15,186",2.42,"7,213,164",4.41,16.2791,TW0002383007
2024/06,2385,群光,"35,210",2.02,"6,020,905",4.63,-4.2244,TW0002385002
2024/06,2449,京元電子,"59,613",2.38,"7,093,938",4.88,34.9205,TW0002449006
2024/06,2454,聯發科,"6,472",3.04,"9,061,164",0.4,13.3602,TW0002454006
2024/06,2474,可成,"33,147",2.58,"7,690,067",4.87,3.3407,TW0002474004
2024/06,2809,京城銀,"53,838",1.1,"3,278,711",4.84,6.3642,TW0002809001
2024/06,2885,元大金,"223,200",2.4,"7,153,551",1.76,4.7724,TW0002885001
2024/06,2886,兆豐金,"205,842",2.79,"8,316,003",1.43,3.4572,TW0002886009
2024/06,2890,永豐金,"306,279",2.61,"7,779,486",2.47,10.1951,TW0002890001
2024/06,2891,中信金,"190,572",2.42,"7,213,164",0.97,6.9211,TW0002891009
2024/06,2915,潤泰全,"43,267",0.99,"2,950,840",3.92,-0.1463,TW0002915006
2024/06,3005,神基,"29,806",1.14,"3,397,937",4.87,0.0001,TW0003005005
2024/06,3034,聯詠,"16,379",3.33,"9,925,552",2.69,2.1921,TW0003034005
2024/06,3036,文曄,"51,440",2.14,"6,378,583",4.61,7.3592,TW0003036000
2024/06,3044,健鼎,"25,509",1.87,"5,573,808",4.85,3.0659,TW0003044004
2024/06,3231,緯創,"59,332",2.11,"6,289,163",2.05,-3.0794,TW0003231007
2024/06,3532,台勝科,"7,537",0.44,"1,311,484",1.94,2.6548,TW0003532008
2024/06,3702,大聯大,"81,652",2.46,"7,332,390",4.86,4.1765,TW0003702007
2024/06,3711,日月光投控,"43,693",2.47,"7,362,196",0.99,7.3248,TW0003711008
2024/06,4919,新唐,"17,698",0.76,"2,265,291",4.22,0.0001,TW0004919006
2024/06,4938,和碩,"72,163",2.53,"7,541,035",2.71,2.4327,TW0004938006
2024/06,4958,臻鼎-KY,"46,033",2,"5,961,292",4.86,9.2104,KYG989221000
2024/06,5522,遠雄,"34,805",0.94,"2,801,807",4.45,-6.4763,TW0005522007
2024/06,5871,中租-KY,"16,311",0.84,"2,503,743",1.01,0.9867,KYG202881093
2024/06,6176,瑞儀,"21,863",1.39,"4,143,098",4.7,1.5673,TW0006176001
2024/06,6239,力成,"36,307",2.29,"6,825,680",4.78,5.618,TW0006239007
2024/06,6285,啟碁,"23,142",1.25,"3,725,808",4.78,3.205,TW0006285000
2024/06,9917,中保科,"20,853",0.92,"2,742,194",4.62,10.5791,TW0009917005
2024/06,9941,裕融,"9,371",0.47,"1,400,904",1.71,0.6735,TW0009941005
2024/06,M1100,水泥工業,,2.54,"7,570,841",,3.9127,
2024/06,M1300,塑膠工業,,1.6,"4,769,034",,-7.3895,
2024/06,M1400,紡織纖維,,4.35,"12,965,811",,3.8768,
