00690 兆豐臺灣藍籌30--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2023/12,2412,中華電,555,5.39,"66,550",0.01,0.4184,TW0002412004
2023/12,2454,聯發科,165,13.56,"167,424",0.01,7.4072,TW0002454006
2023/12,2474,可成,73,1.14,"14,075",0.01,2.4607,TW0002474004
2023/12,2881,富邦金,"1,016",5.33,"65,809",0.01,0.6211,TW0002881000
2023/12,2882,國泰金,"1,050",3.89,"48,029",0.01,-1.6128,TW0002882008
2023/12,3008,大立光,10,2.42,"29,879",0.01,20.0838,TW0003008009
2023/12,3034,聯詠,62,2.61,"32,225",0.01,1.1741,TW0003034005
2023/12,3533,嘉澤,9,0.77,"9,507",0.01,15.5506,TW0003533006
2023/12,3661,世芯-KY,8,2.02,"24,941",0.01,5.3054,KYG022421088
2023/12,4904,遠傳,240,1.55,"19,138",0.01,-3.7393,TW0004904008
2023/12,4958,臻鼎-KY,70,0.62,"7,655",0.01,5.3142,KYG989221000
2023/12,5269,祥碩,4,0.56,"6,914",0.01,26.0416,TW0005269005
2023/12,5871,中租-KY,160,2.5,"30,867",0.01,3.7636,KYG202881093
2023/12,5876,上海商銀,480,1.82,"22,471",0.01,3.7693,TW0005876007
2023/12,6409,旭隼,8,1.07,"13,211",0.01,6.2112,TW0006409006
2023/12,6415,矽力*-KY,36,1.45,"17,903",0.01,17.647,KYG8190F1028
2023/12,9941,裕融,34,0.51,"6,297",0.01,-1.847,TW0009941005
2023/12,M1100,水泥工業,,0.94,"11,606",,-0.1735,
2023/12,M1200,食品工業,,0.63,"7,779",,0.8735,
2023/12,M1300,塑膠工業,,6.97,"86,058",,-2.306,
2023/12,M1400,紡織纖維,,0.92,"11,359",,-1.2198,
2023/12,M1500,電機機械,,1.83,"22,595",,1.2135,
2023/12,M2300,電子工業,,72.5,"895,149",,3.8654,
2023/12,M2800,金融業(合計),,11.04,"136,310",,0.888,
2023/12,M9900,其他,,3.01,"37,164",,0.8778,
2023/12,MTSE,國內上市,,97.84,"1,208,019",,2.8508,
2023/12,TT99,基金總規模,,,"1,234,689",,,
2023/11,1301,台塑,638,3.92,"51,536",0.01,4.9351,TW0001301000
2023/11,1303,南亞,661,3.42,"44,987",0.01,10.016,TW0001303006
2023/11,2308,台達電,254,6.12,"80,388",0.01,8.95,TW0002308004
